trade_type,acct_num,sec_symbol,trade_date,trade_lot,transaction_id
BUY,CO-83096,CRM,2017-05-09,20000,07373616
SELL,CO-83096,CRM,2019-11-27,20000,07373616
BUY,CO-83096,COF,2017-05-05,20000,05452557
SELL,CO-83096,COF,2020-06-16,20000,05452557
BUY,CO-83096,UA,2017-04-27,60000,07869790
SELL,CO-83096,UA,2019-03-01,60000,07869790
BUY,CO-83096,CMG,2017-10-03,30000,04709080
SELL,CO-83096,CMG,2020-07-10,30000,04709080
BUY,CO-83096,DIS,2017-02-15,80000,04487629
SELL,CO-83096,DIS,2019-01-22,80000,04487629
BUY,CO-83096,SQ,2017-01-13,20000,02838277
SELL,CO-83096,SQ,2018-12-27,20000,02838277
BUY,CO-83096,UA,2017-06-20,50000,02209929
SELL,CO-83096,UA,2020-03-16,50000,02209929
BUY,CO-83096,CRM,2017-07-07,60000,04401323
SELL,CO-83096,CRM,2020-04-07,60000,04401323
BUY,CO-83096,NKE,2017-10-09,20000,02584134
SELL,CO-83096,NKE,2019-08-01,20000,02584134
BUY,CO-83096,SQ,2017-04-05,60000,08201514
SELL,CO-83096,SQ,2019-01-30,60000,08201514
BUY,CO-83096,DIS,2017-07-13,50000,07368701
SELL,CO-83096,DIS,2019-09-04,50000,07368701
BUY,CO-83096,AMD,2017-06-27,70000,04376021
SELL,CO-83096,AMD,2019-12-06,70000,04376021
BUY,CO-83096,SQ,2017-09-01,40000,05934508
SELL,CO-83096,SQ,2020-09-22,40000,05934508
BUY,CO-83096,UA,2017-08-01,20000,03128784
SELL,CO-83096,UA,2020-09-01,20000,03128784
BUY,CO-83096,CRM,2017-05-11,10000,04049291
SELL,CO-83096,CRM,2020-04-27,10000,04049291
BUY,CO-83096,AMD,2017-10-03,10000,03058808
SELL,CO-83096,AMD,2019-08-15,10000,03058808
BUY,CO-83096,AMD,2017-08-16,30000,04808772
SELL,CO-83096,AMD,2019-07-11,30000,04808772
BUY,CO-83096,AMD,2017-07-18,70000,01835881
SELL,CO-83096,AMD,2019-11-18,70000,01835881
BUY,CO-83096,CMG,2017-04-20,10000,03410854
SELL,CO-83096,CMG,2019-08-22,10000,03410854
BUY,CO-83096,MSFT,2017-07-06,40000,01950170
SELL,CO-83096,MSFT,2019-11-08,40000,01950170
BUY,CO-83096,INTC,2017-03-27,10000,06002244
SELL,CO-83096,INTC,2019-11-21,10000,06002244
BUY,CO-83096,INTC,2017-04-26,60000,06854115
SELL,CO-83096,INTC,2019-10-09,60000,06854115
BUY,CO-83096,CMG,2017-05-09,60000,04827863
SELL,CO-83096,CMG,2020-01-09,60000,04827863
BUY,CO-83096,UA,2017-09-11,50000,01885177
SELL,CO-83096,UA,2020-07-10,50000,01885177
BUY,CO-83096,CRM,2017-09-12,40000,04174400
SELL,CO-83096,CRM,2019-11-14,40000,04174400
BUY,CO-83096,INTC,2017-07-14,10000,06286835
SELL,CO-83096,INTC,2020-03-25,10000,06286835
BUY,CO-83096,CRM,2017-06-16,30000,05697285
SELL,CO-83096,CRM,2020-01-07,30000,05697285
BUY,CO-83096,CRM,2017-10-09,10000,03579184
SELL,CO-83096,CRM,2020-11-11,10000,03579184
BUY,CO-83096,COF,2017-06-13,80000,01256186
SELL,CO-83096,COF,2019-07-08,80000,01256186
BUY,CO-83096,NKE,2017-07-11,70000,08562913
SELL,CO-83096,NKE,2019-05-16,70000,08562913
BUY,CO-83096,NKE,2017-05-23,30000,05510916
SELL,CO-83096,NKE,2019-07-18,30000,05510916
BUY,CO-83096,DIS,2017-01-20,20000,01267666
SELL,CO-83096,DIS,2019-12-24,20000,01267666
BUY,CO-83096,DIS,2017-01-20,60000,01953652
SELL,CO-83096,DIS,2019-06-12,60000,01953652
BUY,CO-83096,MSFT,2017-05-11,10000,02597858
SELL,CO-83096,MSFT,2019-09-13,10000,02597858
BUY,CO-83096,AMD,2017-01-23,70000,02684989
SELL,CO-83096,AMD,2019-06-17,70000,02684989
BUY,CO-83096,DIS,2017-09-13,50000,07692209
SELL,CO-83096,DIS,2019-07-05,50000,07692209
BUY,CO-83096,AMD,2017-04-19,90000,05823601
SELL,CO-83096,AMD,2019-02-26,90000,05823601
BUY,CO-83096,AMD,2017-10-17,40000,07642293
SELL,CO-83096,AMD,2020-11-05,40000,07642293
BUY,CO-83096,SQ,2017-07-12,60000,05406968
SELL,CO-83096,SQ,2019-07-26,60000,05406968
BUY,CO-83096,UA,2017-04-20,90000,05874463
SELL,CO-83096,UA,2020-03-19,90000,05874463
BUY,CO-83096,COF,2017-06-07,30000,02114097
SELL,CO-83096,COF,2019-10-21,30000,02114097
BUY,CO-83096,MSFT,2017-03-22,30000,05498556
SELL,CO-83096,MSFT,2019-01-09,30000,05498556
BUY,CO-83096,INTC,2017-06-21,80000,04561774
SELL,CO-83096,INTC,2020-01-21,80000,04561774
BUY,CO-83096,CMG,2017-09-14,90000,02798897
SELL,CO-83096,CMG,2020-04-06,90000,02798897
BUY,CO-83096,COF,2017-04-11,80000,05034433
SELL,CO-83096,COF,2020-04-16,80000,05034433
BUY,CO-83096,MSFT,2017-03-07,60000,02645165
SELL,CO-83096,MSFT,2019-09-10,60000,02645165
BUY,CO-83096,MSFT,2017-02-03,40000,06037814
SELL,CO-83096,MSFT,2020-02-05,40000,06037814
BUY,CO-83096,INTC,2017-04-03,80000,06725648
SELL,CO-83096,INTC,2019-05-24,80000,06725648
BUY,CO-83096,AMD,2017-02-08,40000,03718892
SELL,CO-83096,AMD,2019-05-03,40000,03718892
BUY,CO-83096,INTC,2017-09-22,80000,02553641
SELL,CO-83096,INTC,2020-09-23,80000,02553641
BUY,CO-83096,COF,2017-01-24,40000,03227277
SELL,CO-83096,COF,2019-03-01,40000,03227277
BUY,CO-83096,UA,2017-07-27,60000,06798593
SELL,CO-83096,UA,2019-05-31,60000,06798593
BUY,CO-83096,DIS,2017-05-03,20000,05610431
SELL,CO-83096,DIS,2020-03-16,20000,05610431
BUY,CO-83096,DIS,2017-08-16,10000,02753880
SELL,CO-83096,DIS,2019-12-11,10000,02753880
BUY,CO-83096,INTC,2017-02-10,70000,01051424
SELL,CO-83096,INTC,2018-10-10,70000,01051424
BUY,CO-83096,CMG,2017-03-31,40000,01721512
SELL,CO-83096,CMG,2019-06-18,40000,01721512
BUY,CO-83096,MSFT,2017-06-26,20000,06024654
SELL,CO-83096,MSFT,2020-07-16,20000,06024654
BUY,CO-83096,SQ,2017-06-13,50000,02820960
SELL,CO-83096,SQ,2019-04-05,50000,02820960
BUY,CO-83096,COF,2017-06-22,60000,09561381
SELL,CO-83096,COF,2019-09-10,60000,09561381
BUY,CO-83096,AMD,2017-06-29,50000,05986680
SELL,CO-83096,AMD,2020-06-16,50000,05986680
BUY,CO-83096,COF,2017-01-17,80000,07844686
SELL,CO-83096,COF,2018-08-21,80000,07844686
BUY,CO-83096,DIS,2017-07-20,10000,09483112
SELL,CO-83096,DIS,2020-01-07,10000,09483112
BUY,CO-83096,INTC,2017-07-24,90000,03641387
SELL,CO-83096,INTC,2019-06-24,90000,03641387
BUY,CO-83096,INTC,2017-07-26,50000,06935625
SELL,CO-83096,INTC,2019-03-14,50000,06935625
BUY,CO-83096,CMG,2017-04-28,40000,03054367
SELL,CO-83096,CMG,2019-05-24,40000,03054367
BUY,CO-83096,SQ,2017-02-27,30000,02816545
SELL,CO-83096,SQ,2020-02-26,30000,02816545
BUY,CO-83096,INTC,2017-06-08,80000,03818521
SELL,CO-83096,INTC,2019-08-06,80000,03818521
BUY,CO-83096,COF,2017-07-28,40000,02374984
SELL,CO-83096,COF,2019-08-12,40000,02374984
BUY,CO-83096,DIS,2017-02-22,80000,08398221
SELL,CO-83096,DIS,2019-07-11,80000,08398221
BUY,CO-83096,UA,2017-03-24,60000,04163349
SELL,CO-83096,UA,2020-03-20,60000,04163349
BUY,CO-83096,SQ,2017-03-28,90000,07080005
SELL,CO-83096,SQ,2019-08-07,90000,07080005
BUY,CO-83096,COF,2017-07-11,90000,08585724
SELL,CO-83096,COF,2019-09-06,90000,08585724
BUY,CO-83096,DIS,2017-04-28,80000,04483692
SELL,CO-83096,DIS,2018-12-10,80000,04483692
BUY,CO-83096,NKE,2017-07-25,20000,08138936
SELL,CO-83096,NKE,2019-10-15,20000,08138936
BUY,CO-83096,INTC,2017-01-05,80000,01900492
SELL,CO-83096,INTC,2019-12-20,80000,01900492
BUY,CO-83096,INTC,2017-02-15,90000,05464797
SELL,CO-83096,INTC,2019-05-15,90000,05464797
BUY,CO-83096,UA,2017-02-02,50000,04378151
SELL,CO-83096,UA,2019-07-09,50000,04378151
BUY,CO-83096,AMD,2017-03-28,50000,03500642
SELL,CO-83096,AMD,2020-04-22,50000,03500642
BUY,CO-83096,SQ,2017-07-20,50000,05786716
SELL,CO-83096,SQ,2019-03-29,50000,05786716
BUY,CO-83096,CMG,2017-04-12,70000,08864167
SELL,CO-83096,CMG,2019-02-12,70000,08864167
BUY,CO-83096,NKE,2017-09-11,50000,05043796
SELL,CO-83096,NKE,2020-10-19,50000,05043796
BUY,CO-83096,AMD,2017-07-13,90000,07604700
SELL,CO-83096,AMD,2020-05-01,90000,07604700
BUY,CO-83096,INTC,2017-03-08,70000,06792403
SELL,CO-83096,INTC,2020-01-30,70000,06792403
BUY,CO-83096,AMD,2017-01-05,50000,09616587
SELL,CO-83096,AMD,2018-10-19,50000,09616587
BUY,CO-83096,CRM,2017-10-04,90000,09635465
SELL,CO-83096,CRM,2019-06-27,90000,09635465
BUY,CO-83096,SQ,2017-07-12,70000,06913574
SELL,CO-83096,SQ,2020-03-20,70000,06913574
BUY,CO-83096,UA,2017-08-08,30000,02981620
SELL,CO-83096,UA,2019-04-04,30000,02981620
BUY,CO-83096,MSFT,2017-05-25,10000,06250688
SELL,CO-83096,MSFT,2019-06-24,10000,06250688
BUY,CO-83096,SQ,2017-10-11,40000,05558817
SELL,CO-83096,SQ,2020-07-24,40000,05558817
BUY,CO-83096,DIS,2017-05-18,60000,09156361
SELL,CO-83096,DIS,2019-08-06,60000,09156361
BUY,CO-83096,CMG,2017-02-22,10000,05953145
SELL,CO-83096,CMG,2019-12-27,10000,05953145
BUY,CO-83096,INTC,2017-05-24,80000,03193417
SELL,CO-83096,INTC,2019-08-06,80000,03193417
BUY,CO-83096,NKE,2017-03-29,30000,06288012
SELL,CO-83096,NKE,2019-03-14,30000,06288012
BUY,CO-83096,DIS,2017-08-30,50000,05305307
SELL,CO-83096,DIS,2020-06-11,50000,05305307
BUY,CO-83096,CRM,2017-10-06,10000,05232263
SELL,CO-83096,CRM,2019-07-31,10000,05232263
BUY,CO-83096,CMG,2017-07-05,70000,03681130
SELL,CO-83096,CMG,2019-06-24,70000,03681130
BUY,CO-83096,SQ,2017-01-10,60000,09644486
SELL,CO-83096,SQ,2019-11-26,60000,09644486
BUY,CO-83096,DIS,2017-08-30,40000,02693803
SELL,CO-83096,DIS,2020-07-06,40000,02693803
BUY,CO-83096,UA,2017-04-05,30000,09665592
SELL,CO-83096,UA,2019-10-23,30000,09665592
BUY,CO-83096,SQ,2017-03-01,20000,07313391
SELL,CO-83096,SQ,2020-02-19,20000,07313391
BUY,CO-83096,DIS,2017-07-21,60000,05376546
SELL,CO-83096,DIS,2019-12-24,60000,05376546
BUY,CO-83096,CRM,2017-05-31,60000,07196903
SELL,CO-83096,CRM,2020-02-04,60000,07196903
BUY,CO-83096,DIS,2017-03-22,80000,04016416
SELL,CO-83096,DIS,2018-10-29,80000,04016416
BUY,CO-83096,NKE,2017-06-09,20000,07851666
SELL,CO-83096,NKE,2020-04-15,20000,07851666
BUY,CO-83096,DIS,2017-07-11,40000,03302379
SELL,CO-83096,DIS,2019-12-11,40000,03302379
BUY,CO-83096,AMD,2017-08-30,40000,03692969
SELL,CO-83096,AMD,2019-05-07,40000,03692969
BUY,CO-83096,UA,2017-02-15,30000,06245537
SELL,CO-83096,UA,2019-02-11,30000,06245537
BUY,CO-83096,NKE,2017-07-19,10000,05463650
SELL,CO-83096,NKE,2019-03-05,10000,05463650
BUY,CO-83096,SQ,2017-06-12,80000,07578006
SELL,CO-83096,SQ,2019-07-18,80000,07578006
BUY,CO-83096,COF,2017-01-31,80000,01174082
SELL,CO-83096,COF,2018-12-17,80000,01174082
BUY,CO-83096,COF,2017-03-29,50000,03426575
SELL,CO-83096,COF,2019-12-23,50000,03426575
BUY,CO-83096,MSFT,2017-08-08,30000,01010069
SELL,CO-83096,MSFT,2020-07-16,30000,01010069
BUY,CO-83096,MSFT,2017-01-27,50000,09569379
SELL,CO-83096,MSFT,2019-05-13,50000,09569379
BUY,CO-83096,MSFT,2017-09-14,80000,04208147
SELL,CO-83096,MSFT,2020-10-19,80000,04208147
BUY,CO-83096,CRM,2017-10-16,40000,04598154
SELL,CO-83096,CRM,2019-06-28,40000,04598154
BUY,CO-83096,DIS,2017-05-15,40000,04809148
SELL,CO-83096,DIS,2020-02-25,40000,04809148
BUY,CO-83096,COF,2017-08-17,40000,08802514
SELL,CO-83096,COF,2019-04-23,40000,08802514
BUY,CO-83096,AMD,2017-05-15,60000,02473246
SELL,CO-83096,AMD,2020-01-07,60000,02473246
BUY,CO-83096,SQ,2017-06-23,60000,06280378
SELL,CO-83096,SQ,2020-01-16,60000,06280378
BUY,CO-83096,NKE,2017-05-23,70000,08996907
SELL,CO-83096,NKE,2020-04-22,70000,08996907
BUY,CO-83096,INTC,2017-07-28,90000,06021465
SELL,CO-83096,INTC,2020-09-09,90000,06021465
BUY,CO-83096,CRM,2017-09-11,10000,02875469
SELL,CO-83096,CRM,2020-07-01,10000,02875469
BUY,CO-83096,INTC,2017-09-11,20000,09746613
SELL,CO-83096,INTC,2019-04-22,20000,09746613
BUY,CO-83096,UA,2017-03-29,90000,01998377
SELL,CO-83096,UA,2019-06-21,90000,01998377
BUY,CO-83096,NKE,2017-04-28,70000,02299605
SELL,CO-83096,NKE,2019-07-16,70000,02299605
BUY,CO-83096,UA,2017-07-18,40000,02991754
SELL,CO-83096,UA,2020-05-08,40000,02991754
BUY,CO-83096,UA,2017-02-01,10000,07527023
SELL,CO-83096,UA,2019-01-15,10000,07527023
BUY,CO-83096,NKE,2017-08-02,50000,05848739
SELL,CO-83096,NKE,2019-03-18,50000,05848739
BUY,CO-83096,UA,2017-10-06,30000,04777077
SELL,CO-83096,UA,2020-05-22,30000,04777077
BUY,CO-83096,UA,2017-03-27,60000,04146426
SELL,CO-83096,UA,2019-03-19,60000,04146426
BUY,CO-83096,UA,2017-07-25,10000,05287724
SELL,CO-83096,UA,2019-10-15,10000,05287724
BUY,CO-83096,UA,2017-06-12,50000,07507398
SELL,CO-83096,UA,2019-10-28,50000,07507398
BUY,CO-83096,COF,2017-07-12,10000,07580884
SELL,CO-83096,COF,2019-12-11,10000,07580884
BUY,CO-83096,DIS,2017-04-17,20000,02216497
SELL,CO-83096,DIS,2019-09-19,20000,02216497
BUY,CO-83096,MSFT,2017-05-09,90000,07305712
SELL,CO-83096,MSFT,2019-04-18,90000,07305712
BUY,CO-83096,MSFT,2017-05-22,40000,09894685
SELL,CO-83096,MSFT,2019-11-21,40000,09894685
BUY,CO-83096,INTC,2017-03-17,70000,09018151
SELL,CO-83096,INTC,2019-04-11,70000,09018151
BUY,CO-83096,NKE,2017-06-30,20000,06449637
SELL,CO-83096,NKE,2019-05-21,20000,06449637
BUY,CO-83096,INTC,2017-06-15,90000,09918934
SELL,CO-83096,INTC,2019-10-22,90000,09918934
BUY,CO-83096,INTC,2017-09-25,80000,09037610
SELL,CO-83096,INTC,2019-07-09,80000,09037610
BUY,CO-83096,AMD,2017-05-17,90000,04731762
SELL,CO-83096,AMD,2019-10-07,90000,04731762
BUY,CO-83096,INTC,2017-07-03,50000,08117104
SELL,CO-83096,INTC,2019-07-31,50000,08117104
BUY,CO-83096,CRM,2017-10-10,20000,03447133
SELL,CO-83096,CRM,2020-01-21,20000,03447133
BUY,CO-83096,INTC,2017-05-22,80000,06023668
SELL,CO-83096,INTC,2020-03-10,80000,06023668
BUY,CO-83096,INTC,2017-05-10,30000,06833032
SELL,CO-83096,INTC,2019-06-28,30000,06833032
BUY,CO-83096,DIS,2017-02-15,40000,04319890
SELL,CO-83096,DIS,2019-02-01,40000,04319890
BUY,CO-83096,COF,2017-08-07,90000,05265352
SELL,CO-83096,COF,2020-07-22,90000,05265352
BUY,CO-83096,COF,2017-03-09,10000,09543152
SELL,CO-83096,COF,2018-12-20,10000,09543152
BUY,CO-83096,CRM,2017-04-17,50000,09719325
SELL,CO-83096,CRM,2019-11-29,50000,09719325
BUY,CO-83096,CMG,2017-04-06,50000,03141956
SELL,CO-83096,CMG,2020-04-30,50000,03141956
BUY,CO-83096,NKE,2017-04-06,50000,04663001
SELL,CO-83096,NKE,2020-06-01,50000,04663001
BUY,CO-83096,DIS,2017-09-20,60000,08260971
SELL,CO-83096,DIS,2020-07-09,60000,08260971
BUY,CO-83096,AMD,2017-03-27,40000,09653408
SELL,CO-83096,AMD,2019-03-06,40000,09653408
BUY,CO-83096,COF,2017-01-18,70000,03111511
SELL,CO-83096,COF,2020-02-24,70000,03111511
BUY,CO-83096,COF,2017-02-10,80000,02688332
SELL,CO-83096,COF,2018-12-31,80000,02688332
BUY,CO-83096,AMD,2017-02-08,60000,07006984
SELL,CO-83096,AMD,2019-11-19,60000,07006984
BUY,CO-83096,CMG,2017-08-15,70000,04345082
SELL,CO-83096,CMG,2019-05-30,70000,04345082
BUY,CO-83096,NKE,2017-08-21,80000,04892568
SELL,CO-83096,NKE,2020-08-17,80000,04892568
BUY,CO-83096,UA,2017-07-21,30000,09526118
SELL,CO-83096,UA,2019-06-28,30000,09526118
BUY,CO-83096,MSFT,2017-03-31,60000,05594364
SELL,CO-83096,MSFT,2019-01-23,60000,05594364
BUY,CO-83096,AMD,2017-02-09,10000,01034585
SELL,CO-83096,AMD,2018-12-24,10000,01034585
BUY,CO-83096,CRM,2017-05-18,60000,03630724
SELL,CO-83096,CRM,2019-05-10,60000,03630724
BUY,CO-83096,CMG,2017-07-14,10000,07000171
SELL,CO-83096,CMG,2020-02-12,10000,07000171
BUY,CO-83096,UA,2017-04-11,90000,07950442
SELL,CO-83096,UA,2020-02-20,90000,07950442
BUY,CO-83096,SQ,2017-02-02,80000,08503578
SELL,CO-83096,SQ,2019-08-16,80000,08503578
BUY,CO-83096,NKE,2017-06-22,70000,09498001
SELL,CO-83096,NKE,2019-04-09,70000,09498001
BUY,CO-83096,MSFT,2017-05-30,20000,04154023
SELL,CO-83096,MSFT,2019-02-12,20000,04154023
BUY,CO-83096,CRM,2017-06-15,70000,01092898
SELL,CO-83096,CRM,2019-04-23,70000,01092898
BUY,CO-83096,MSFT,2017-03-30,40000,02057288
SELL,CO-83096,MSFT,2019-02-13,40000,02057288
BUY,CO-83096,CRM,2017-04-06,10000,04083659
SELL,CO-83096,CRM,2020-05-18,10000,04083659
BUY,CO-83096,CMG,2017-05-09,30000,05258394
SELL,CO-83096,CMG,2019-03-22,30000,05258394
BUY,CO-83096,CRM,2017-03-21,80000,05177557
SELL,CO-83096,CRM,2019-08-01,80000,05177557
BUY,CO-83096,CRM,2017-05-01,20000,05654808
SELL,CO-83096,CRM,2020-06-17,20000,05654808
BUY,CO-83096,CMG,2017-09-11,50000,08118005
SELL,CO-83096,CMG,2019-05-15,50000,08118005
BUY,CO-83096,INTC,2017-08-18,40000,06149404
SELL,CO-83096,INTC,2019-07-01,40000,06149404
BUY,CO-83096,INTC,2017-03-06,30000,06252020
SELL,CO-83096,INTC,2020-01-27,30000,06252020
BUY,CO-83096,UA,2017-06-09,80000,04413018
SELL,CO-83096,UA,2019-06-07,80000,04413018
BUY,CO-83096,MSFT,2017-04-05,30000,01268955
SELL,CO-83096,MSFT,2020-04-02,30000,01268955
BUY,CO-83096,CRM,2017-08-17,80000,06107121
SELL,CO-83096,CRM,2020-03-06,80000,06107121
BUY,CO-83096,MSFT,2017-03-10,70000,06981436
SELL,CO-83096,MSFT,2019-02-04,70000,06981436
BUY,CO-83096,INTC,2017-10-10,20000,05608703
SELL,CO-83096,INTC,2019-09-03,20000,05608703
BUY,CO-83096,DIS,2017-10-18,60000,07131126
SELL,CO-83096,DIS,2020-08-07,60000,07131126
BUY,CO-83096,COF,2017-04-24,60000,07949529
SELL,CO-83096,COF,2018-12-26,60000,07949529
BUY,CO-83096,INTC,2017-03-06,50000,08982821
SELL,CO-83096,INTC,2018-11-26,50000,08982821
BUY,CO-83096,NKE,2017-02-03,90000,05835742
SELL,CO-83096,NKE,2018-09-06,90000,05835742
BUY,CO-83096,SQ,2017-10-03,80000,02583644
SELL,CO-83096,SQ,2019-10-02,80000,02583644
BUY,CO-83096,NKE,2017-08-02,80000,09305873
SELL,CO-83096,NKE,2020-06-09,80000,09305873
BUY,CO-83096,CRM,2017-06-23,10000,05148938
SELL,CO-83096,CRM,2019-05-16,10000,05148938
BUY,CO-83096,UA,2017-04-03,60000,04315326
SELL,CO-83096,UA,2019-01-10,60000,04315326
BUY,CO-83096,SQ,2017-04-21,20000,01639350
SELL,CO-83096,SQ,2019-08-06,20000,01639350
BUY,CO-83096,CMG,2017-02-02,30000,03374900
SELL,CO-83096,CMG,2018-11-23,30000,03374900
BUY,CO-83096,SQ,2017-09-07,70000,03434685
SELL,CO-83096,SQ,2020-07-09,70000,03434685
BUY,CO-83096,DIS,2017-08-17,90000,06230609
SELL,CO-83096,DIS,2020-07-31,90000,06230609
BUY,CO-83096,CMG,2017-04-13,70000,04134792
SELL,CO-83096,CMG,2020-02-06,70000,04134792
BUY,CO-83096,CMG,2017-05-19,20000,05167994
SELL,CO-83096,CMG,2019-10-04,20000,05167994
BUY,CO-83096,UA,2017-03-31,90000,02559269
SELL,CO-83096,UA,2020-02-13,90000,02559269
BUY,CO-83096,CMG,2017-07-17,40000,01485475
SELL,CO-83096,CMG,2019-02-21,40000,01485475
BUY,CO-83096,DIS,2017-07-13,60000,07860259
SELL,CO-83096,DIS,2019-12-24,60000,07860259
BUY,CO-83096,INTC,2017-02-09,90000,04487326
SELL,CO-83096,INTC,2018-11-15,90000,04487326
BUY,CO-83096,COF,2017-04-28,90000,08637418
SELL,CO-83096,COF,2019-07-23,90000,08637418
BUY,CO-83096,NKE,2017-05-18,70000,07879498
SELL,CO-83096,NKE,2019-02-22,70000,07879498
BUY,CO-83096,AMD,2017-01-10,90000,06077398
SELL,CO-83096,AMD,2018-09-13,90000,06077398
BUY,CO-83096,AMD,2017-03-23,60000,05842417
SELL,CO-83096,AMD,2018-10-30,60000,05842417
BUY,CO-83096,MSFT,2017-03-01,20000,07297381
SELL,CO-83096,MSFT,2019-03-15,20000,07297381
BUY,CO-83096,COF,2017-03-07,40000,08762808
SELL,CO-83096,COF,2019-01-10,40000,08762808
BUY,CO-83096,AMD,2017-06-05,70000,03174023
SELL,CO-83096,AMD,2019-12-13,70000,03174023
BUY,CO-83096,AMD,2017-06-01,50000,04398617
SELL,CO-83096,AMD,2019-06-06,50000,04398617
BUY,CO-83096,DIS,2017-02-01,10000,03728996
SELL,CO-83096,DIS,2019-01-08,10000,03728996
BUY,CO-83096,INTC,2017-09-15,70000,06805867
SELL,CO-83096,INTC,2020-09-23,70000,06805867
BUY,CO-83096,MSFT,2017-02-15,80000,08300070
SELL,CO-83096,MSFT,2019-10-09,80000,08300070
BUY,CO-83096,COF,2017-04-25,20000,03859719
SELL,CO-83096,COF,2019-01-17,20000,03859719
BUY,CO-83096,INTC,2017-08-07,40000,07176753
SELL,CO-83096,INTC,2020-05-15,40000,07176753
BUY,CO-83096,DIS,2017-01-13,70000,08085886
SELL,CO-83096,DIS,2018-10-01,70000,08085886
BUY,CO-83096,MSFT,2017-06-05,70000,08828219
SELL,CO-83096,MSFT,2020-04-14,70000,08828219
BUY,CO-83096,AMD,2017-04-12,70000,06450350
SELL,CO-83096,AMD,2020-02-07,70000,06450350
BUY,CO-83096,COF,2017-01-30,40000,08323505
SELL,CO-83096,COF,2019-11-22,40000,08323505
BUY,CO-83096,CRM,2017-07-14,80000,06244089
SELL,CO-83096,CRM,2019-10-02,80000,06244089
BUY,CO-83096,AMD,2017-05-11,60000,05842799
SELL,CO-83096,AMD,2019-08-21,60000,05842799
BUY,CO-83096,DIS,2017-01-27,30000,08874253
SELL,CO-83096,DIS,2018-12-07,30000,08874253
BUY,CO-83096,CMG,2017-05-18,30000,02529575
SELL,CO-83096,CMG,2019-03-22,30000,02529575
BUY,CO-83096,COF,2017-10-16,40000,05545229
SELL,CO-83096,COF,2019-05-24,40000,05545229
BUY,CO-16678,COF,2016-04-21,80000,09098734
SELL,CO-16678,COF,2017-07-25,80000,09098734
BUY,CO-16678,DIS,2016-04-13,90000,02439616
SELL,CO-16678,DIS,2017-11-03,90000,02439616
BUY,CO-16678,CMG,2016-04-29,90000,06210606
SELL,CO-16678,CMG,2017-01-25,90000,06210606
BUY,CO-16678,MSFT,2016-06-29,20000,06536983
SELL,CO-16678,MSFT,2017-03-10,20000,06536983
BUY,CO-16678,NKE,2016-04-04,60000,06569992
SELL,CO-16678,NKE,2016-06-01,60000,06569992
BUY,CO-16678,SQ,2016-06-17,80000,01574303
SELL,CO-16678,SQ,2016-09-23,80000,01574303
BUY,CO-16678,MSFT,2016-07-20,60000,03437683
SELL,CO-16678,MSFT,2018-01-09,60000,03437683
BUY,CO-16678,CMG,2016-07-07,40000,06276806
SELL,CO-16678,CMG,2017-08-14,40000,06276806
BUY,CO-16678,AMD,2016-05-13,50000,08154855
SELL,CO-16678,AMD,2017-11-10,50000,08154855
BUY,CO-16678,INTC,2016-05-24,20000,08249560
SELL,CO-16678,INTC,2016-11-28,20000,08249560
BUY,CO-16678,UA,2016-07-20,90000,06740632
SELL,CO-16678,UA,2017-12-08,90000,06740632
BUY,CO-16678,INTC,2016-04-12,70000,01762360
SELL,CO-16678,INTC,2017-11-06,70000,01762360
BUY,CO-16678,AMD,2016-05-12,40000,08070160
SELL,CO-16678,AMD,2017-03-22,40000,08070160
BUY,CO-16678,UA,2016-04-25,60000,08773330
SELL,CO-16678,UA,2017-02-14,60000,08773330
BUY,CO-16678,UA,2016-07-28,30000,06980642
SELL,CO-16678,UA,2017-08-30,30000,06980642
BUY,CO-16678,INTC,2016-04-05,80000,02286986
SELL,CO-16678,INTC,2017-07-05,80000,02286986
BUY,CO-16678,CMG,2016-06-27,80000,04206171
SELL,CO-16678,CMG,2017-09-14,80000,04206171
BUY,CO-16678,AMD,2016-07-27,80000,09981930
SELL,CO-16678,AMD,2018-02-01,80000,09981930
BUY,CO-16678,MSFT,2016-04-07,60000,01366855
SELL,CO-16678,MSFT,2016-05-19,60000,01366855
BUY,CO-16678,SQ,2016-06-14,20000,04460468
SELL,CO-16678,SQ,2017-05-03,20000,04460468
BUY,CO-16678,NKE,2016-08-02,80000,04583039
SELL,CO-16678,NKE,2016-09-30,80000,04583039
BUY,CO-16678,CMG,2016-04-04,70000,04827549
SELL,CO-16678,CMG,2017-07-13,70000,04827549
BUY,CO-16678,DIS,2016-06-30,30000,05256673
SELL,CO-16678,DIS,2018-01-30,30000,05256673
BUY,CO-16678,INTC,2016-06-02,40000,04251513
SELL,CO-16678,INTC,2016-12-12,40000,04251513
BUY,CO-16678,CRM,2016-07-25,60000,02343187
SELL,CO-16678,CRM,2018-02-23,60000,02343187
BUY,CO-16678,CMG,2016-06-29,10000,06086555
SELL,CO-16678,CMG,2017-01-30,10000,06086555
BUY,CO-16678,CMG,2016-08-03,30000,05372123
SELL,CO-16678,CMG,2017-12-13,30000,05372123
BUY,CO-16678,UA,2016-05-13,30000,01269385
SELL,CO-16678,UA,2017-09-21,30000,01269385
BUY,CO-16678,SQ,2016-07-26,10000,07203810
SELL,CO-16678,SQ,2017-06-22,10000,07203810
